trip_id	trajet	duree
OCESN881600F0100149625	Gare de Hyères - Gare de Marseille-St-Charles	84
OCESN881646F0500549709	Gare de Hyères - Gare de Toulon	21
OCESN881652F0300349716	Gare de Les Arcs-Draguignan - Gare de Toulon	60
OCESN881669F0500549733	Gare de Carnoules - Gare de Toulon	31
OCESN881751F0500549749	Gare de Marseille-St-Charles - Gare de Menton	205
OCESN882103F0200249751	Gare de Ambérieu-en-Bugey - Gare de Mâcon-Ville	54
OCESN882106F0200249754	Gare de Ambérieu-en-Bugey - Gare de Bourg-en-Bresse	23
OCESN882110F0200249756	Gare de Bourg-en-Bresse - Gare de Mâcon-Ville	29
OCESN883103F0400449775	Gare de Chambéry-Chal.-les-Eaux - Gare de Moûtiers-Salins-Brides	80
OCESN883115F0400449778	Gare de Aix-les-Bains-le-Revard - Gare de Bourg-St-Maurice	129
OCESN883600F0200249926	Gare de Ambérieu-en-Bugey - Gare de Chambéry-Chal.-les-Eaux	73
OCESN883701F0200249938	Gare de Chambéry-Chal.-les-Eaux - Gare de Grenoble	53
OCESN884117F0300349977	Gare de Annecy - Gare de St-Gervais-L-B-Le-Fayet	97
OCESN884608F0700750018	Gare de Bellegarde-s-V. Gare - Gare de La Roche-sur-Foron	65
OCESN885100F0300350078	Gare de Grenoble U.-Gières - Gare de Valence-Ville	97
OCESN885103F0200250079	Gare de Grenoble U.-Gières - Gare de St-Marcellin	53
OCESN885104F0200250080	Gare de St-Marcellin - Gare de Valence-Ville	39
OCESN885111F0200250083	Gare de Grenoble - Gare de St-Marcellin	40
OCESN885401F0500550114	Gare de Grenoble U.-Gières - Gare de Rives	43
OCESN885409F0200250117	Gare de Grenoble U.-Gières - Gare de St-André-le-Gaz	69
OCESN885413F0400450120	Gare de Grenoble - Gare de St-André-le-Gaz	62
OCESN885456F0400450135	Gare de Grenoble - Gare de Rives	30
OCESN885601F0200250144	Gare de Gap - Gare de Grenoble	181
OCESN885601F0300350143	Gare de Clelles-Mens - Gare de Grenoble	71
OCESN885605F0600650145	Gare de Grenoble - Gare de Veynes-Dévoluy	134
OCESN885735F0600650201	Gare de Chambéry-Chal.-les-Eaux - Gare de Rives	90
OCESN886003F0300350227	Gare de Lyon-Part-Dieu - Gare de Mâcon-Ville	62
OCESN886007F0300350228	Gare de Lyon-Perrache - Gare de Mâcon-Ville	60
OCESN886102F0200250248	Gare de Lyon-Perrache - Gare de Valence-Ville	70
OCESN886105F0200250254	Gare de Lyon-Part-Dieu - Gare de Valence-Ville	71
OCESN886111F0300350266	Gare de Mâcon-Ville - Gare de Valence-Ville	138
OCESN886170F0500550345	Gare de Marseille-St-Charles - Gare de Valence-Ville	145
OCESN886172F0400450353	Gare de Mâcon-Ville - Gare de Pierrelatte	189
OCESN886174F0700750356	Gare de Avignon-Centre - Gare de Mâcon-Ville	235
OCESN886175F0700750362	Gare de Avignon-Centre - Gare de Valence-Ville	89
OCESN886176F0600650366	Gare de Avignon-Centre - Gare de Lyon-Perrache	168
OCESN886201F0600650414	Gare de Firminy - Gare de Lyon-Perrache	82
OCESN886201F1001050412	Gare de Firminy - Gare de St-Etienne-Châteaucreux	22
OCESN886233F0700750473	Gare de Lyon-Perrache - Gare de St-Etienne-Châteaucreux	55
OCESN886295F0200250552	Gare de Givors-Ville - Gare de Lyon-Perrache	25
OCESN886401F0200250553	Gare de Bourg-en-Bresse - Gare de Oyonnax	53
OCESN886407F0600650559	Gare de Lyon-Perrache - Gare de Oyonnax	130
OCESN886415F0100150564	Gare de Bourg-en-Bresse - Gare de Lyon-Perrache	65
OCESN886461F0200250566	Gare de Bourg-en-Bresse - Gare de Lyon-Part-Dieu	42
OCESN886602F0100150569	Gare de Lyon-Perrache - Gare de Roanne	89
OCESN886700F0500550628	Gare de Ambérieu-en-Bugey - Gare de St-Etienne-Châteaucreux	97
OCESN886702F0800850635	Gare de Ambérieu-en-Bugey - Gare de Givors-Ville	64
OCESN886710F0800850648	Gare de Lyon-Part-Dieu - Gare de St-Etienne-Châteaucreux	46
OCESN886710F1501550647	Gare de Givors-Ville - Gare de Lyon-Part-Dieu	17
OCESN886726F0900950677	Gare de Ambérieu-en-Bugey - Gare de Lyon-Part-Dieu	41
OCESN886900F0200250872	Gare de Roanne - Gare de St-Etienne-Châteaucreux	73
OCESN887101F0200250909	Gare de Lyon-Perrache - Gare de Vienne	34
OCESN887102F0200250910	Gare de Vienne - Gare de Villefranche-sur-Saône	74
OCESN887103F0300350911	Gare de Mâcon-Ville - Gare de Vienne	98
OCESN887103F0400450912	Gare de Lyon-Perrache - Gare de Villefranche-sur-Saône	36
OCESN887300F0400450987	Gare de Lyon-Perrache - Gare de St-André-le-Gaz	56
OCESN887302F0400450989	Gare de Bourgoin-Jallieu - Gare de Lyon-Perrache	37
OCESN889200F0300351037	Gare de Die - Gare de Romans-Bourg-de-Péage	83
OCESN889409F1001051050	Gare de Lyon-Perrache - Gare de Sathonay-Rillieux	19
OCESN889901F0200251142	Gare de Montbrison - Gare de St-Etienne-Châteaucreux	40
OCESN889905F0200251146	Gare de Boën - Gare de St-Etienne-Châteaucreux	53
OCESN889950F0200251173	Gare de Le Puy-en-Velay - Gare de St-Etienne-Châteaucreux	113
OCESN889990F0200251219	Gare de Bas-Monistrol - Gare de St-Etienne-Châteaucreux	55
OCESN890000F0200251226	Gare de Lyon-St-Paul - Gare de Sain-Bel	42
OCESN890004F0200251230	Gare de L'Arbresle - Gare de Lyon-St-Paul	37
OCESN890200F0200251308	Gare de Lozanne - Gare de Tassin	25
OCESN890300F0200251328	Gare de Brignais - Gare de Lyon-St-Paul	25
OCESN891000F0800851371	Gare de Laroche-Migennes - Gare de Paris-Gare-de-Lyon	125
OCESN891003F1001051378	Gare de Montereau - Gare de Paris-Gare-de-Lyon	57
OCESN891024F0400451438	Gare de Laroche-Migennes - Gare de Paris-Bercy	124
OCESN891200F0900951550	Gare de Corbigny - Gare de Paris-Bercy	213
OCESN891200F2202251554	Gare de Corbigny - Gare de Paris-Gare-de-Lyon	215
OCESN891204F1201251557	Gare de Auxerre-St-Gervais - Gare de Paris-Bercy	105
OCESN891204F2002051567	Gare de Clamecy - Gare de Paris-Bercy	165
OCESN891204F2702751556	Gare de Clamecy - Gare de Paris-Gare-de-Lyon	159
OCESN891206F0800851575	Gare de Avallon - Gare de Paris-Bercy	158
OCESN891206F1501551577	Gare de Avallon - Gare de Paris-Gare-de-Lyon	160
OCESN891221F0700751602	Gare de Auxerre-St-Gervais - Gare de Paris-Gare-de-Lyon	119
OCESN891350F0600651732	Gare de Auxerre-St-Gervais - Gare de Dijon-Ville	114
OCESN891400F0200251766	Gare de Chalon-sur-Saône - Gare de Dijon-Ville	43
OCESN891751F0300351843	Gare de Is-sur-Tille - Gare de Les Laumes-Alésia	76
OCESN891800F0500551854	Gare de Bourg-en-Bresse - Gare de Dijon-Ville	102
OCESN891981F0400451902	Gare de Chalon-sur-Saône - Gare de Mâcon-Ville	39
OCESN892400F0200251922	Gare de Corbigny - Gare de Laroche-Migennes	113
OCESN893003F0700751967	Gare de Dijon-Ville - Gare de Montchanin	45
OCESN893009F0900951979	Gare de Dijon-Ville - Gare de Le Creusot	53
OCESN893020F0300352003	Gare de Autun - Gare de Dijon-Ville	91
OCESN893051F0300352024	Gare de Chalon-sur-Saône - Gare de Montchanin	39
OCESN893080F0200252057	Gare de Etang - Gare de Montchanin	30
OCESN893201F0300352115	Gare de Autun - Gare de Nevers	94
OCESN893301F0200252132	Gare de Montchanin - Gare de Paray-le-Monial	43
OCESN893610F0300352155	Gare de Decize - Gare de Moulins-sur-Allier	75
OCESN893750F0200252161	Gare de Cosne-sur-Loire - Gare de Nevers	48
OCESN893760F0400452179	Gare de Cosne-sur-Loire - Gare de Decize	89
OCESN894000F0300352200	Gare de Belfort-Ville - Gare de Besançon-Viotte	71
OCESN894200F0500552239	Gare de Dijon-Ville - Gare de Dole-Ville	28
OCESN894602F0200252398	Gare de Belfort-Ville - Gare de Epinal	92
OCESN894831F0200252407	Gare de Belfort-Ville - Gare de Montbéliard-Ville	15
OCESN895000F0400452425	Gare de Delle - Gare de Meroux	17
OCESN895225F0300352479	Gare de Besançon-Mouillère - Gare de Le Valdahon	43
OCESN895302F0400452484	Gare de Besançon-Mouillère - Gare de Morteau	82
OCESN895522F0200252510	Gare de Besançon-Viotte - Gare de Saint-Claude	148
OCESN895702F0500552519	Gare de Dole-Ville - Gare de Pontarlier	75
OCESN895714F0600652522	Gare de Andelot - Gare de Dole-Ville	41
OCESN895800F0500552541	Gare de Besançon-Viotte - Gare de Lyon-Perrache	176
OCESN895800F1401452539	Gare de Lyon-Part-Dieu - Gare de Mouchard	128
OCESN895800F1701752543	Gare de Besançon-Viotte - Gare de Lyon-Part-Dieu	159
OCESN895802F0700752546	Gare de Lyon-Perrache - Gare de Mouchard	139
OCESN895819F0300352564	Gare de Besançon-Viotte - Gare de Bourg-en-Bresse	118
OCESN895820F0900952566	Gare de Belfort-Ville - Gare de Lyon-Part-Dieu	230
OCESN895820F1801852568	Gare de Belfort-Ville - Gare de Bourg-en-Bresse	186
OCESN895822F0500552575	Gare de Belfort-Ville - Gare de Lyon-Perrache	244
OCESN895830F0200252600	Gare de Lons-le-Saunier - Gare de Lyon-Perrache	103
OCESN895880F0500552634	Gare de Belfort-Ville - Gare de Lons-le-Saunier	144
OCESN895940F0200252654	Gare de Besançon-Viotte - Gare de Lons-le-Saunier	89
OCESN895942F0900952655	Gare de Bourg-en-Bresse - Gare de Mouchard	81
